,Founded Date,Industry Groups,Number of Funding Rounds,Last Funding Amount Currency (in USD),Total Funding Amount Currency (in USD),age,founding_year,source_x,text_len,closest_snapshot,ai_keyword_count,matched_keywords,Headquarters State,funding_bin,keyword_bin,fund_success,AI_bin,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Last Funding Type ORD,Series_A_bin,Number of Employees ORD
11558,2020-01-01,"Apps, Community and Lifestyle, Health Care, Software",0.0,0.0,0.0,4,2020,0,28217.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210609010003/https://www.yourselfcarespace.com/', 'timestamp': '20210609010003'}",0.0,0,New York,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11559,2020-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,4,2020,0,554.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220331034632/https://www.quadcp.com/', 'timestamp': '20220331034632'}",0.0,0,Michigan,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11564,2022-01-01,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",0.0,0.0,0.0,2,2022,0,15041.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230118064132/https://blocktec.us/', 'timestamp': '20230118064132'}",1.0,artificial intelligence,Arizona,False,True,False,True,False,False,False,False,True,0.0,False,2.0
11570,2021-09-01,Transportation,1.0,2800000.0,2800000.0,2,2021,0,8068.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220518152850/https://selfinspection.com/', 'timestamp': '20220518152850'}",0.0,0,California,True,False,False,False,False,False,False,True,False,2.0,False,2.0
11571,2022-03-01,"Hardware, Internet Services",1.0,0.0,0.0,2,2022,0,14321.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230930185627/https://one-fiber.com/', 'timestamp': '20230930185627'}",0.0,0,Wisconsin,False,False,False,False,False,False,False,False,True,1.0,False,1.0
11573,2022-01-01,"Biotechnology, Health Care, Science and Engineering",1.0,26000000.0,26000000.0,2,2022,0,1049.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230323040007/https://www.amber.bio/', 'timestamp': '20230323040007'}",0.0,0,California,True,False,False,False,False,False,False,False,True,2.0,False,2.0
11574,2019-04-15,Other,0.0,0.0,0.0,4,2019,0,8600.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200908164759/https://vanly.app/', 'timestamp': '20200908164759'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11577,2019-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,5,2019,0,8103.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200722173528/https://lpc-ventures.com/', 'timestamp': '20200722173528'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11582,2020-07-01,Health Care,0.0,0.0,0.0,3,2020,0,12348.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220808044309/http://www.copleyfamilydental.com/', 'timestamp': '20220808044309'}",0.0,0,Iowa,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11583,2021-01-01,"Administrative Services, Professional Services",0.0,0.0,0.0,3,2021,0,15835.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211217002422/http://placemintagency.com/', 'timestamp': '20211217002422'}",0.0,0,New Jersey,False,False,False,False,False,False,False,True,False,0.0,False,1.0
11589,2020-01-01,"Design, Other, Professional Services, Real Estate",0.0,0.0,0.0,4,2020,0,14824.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210517143254/https://integrumautomation.com/', 'timestamp': '20210517143254'}",0.0,0,North Carolina,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11594,2020-01-01,Health Care,0.0,0.0,0.0,4,2020,0,10949.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210507085931/https://www.virtuerecoverycenter.com/chandler-arizona/', 'timestamp': '20210507085931'}",0.0,0,Arizona,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11596,2022-01-01,"Financial Services, Lending and Investments",1.0,0.0,0.0,2,2022,0,120.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221220130146/https://www.joinsteward.com/', 'timestamp': '20221220130146'}",0.0,0,Delaware,False,False,False,False,False,False,False,False,True,1.0,False,1.0
11597,2020-01-01,"Education, Software",0.0,0.0,0.0,4,2020,0,2376.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210228222126/https://www.teamtap.io/', 'timestamp': '20210228222126'}",0.0,0,Maine,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11599,2021-01-01,"Media and Entertainment, Music and Audio, Professional Services",0.0,0.0,0.0,3,2021,0,2947.0,,0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,1.0
11603,2020-01-01,"Commerce and Shopping, Content and Publishing, Media and Entertainment, Other",0.0,0.0,0.0,4,2020,0,47929.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210124030902/https://mynamet.com/', 'timestamp': '20210124030902'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11608,2018-06-01,"Health Care, Information Technology",0.0,0.0,0.0,5,2018,0,59.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190415145716/https://www.teamregatta.com/', 'timestamp': '20190415145716'}",0.0,0,Massachusetts,False,False,False,False,True,False,False,False,False,0.0,False,2.0
11611,2020-01-01,"Commerce and Shopping, Health Care, Manufacturing",0.0,0.0,0.0,4,2020,0,19937.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201228202936/https://www.j2medicalsupply.com/', 'timestamp': '20201228202936'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,3.0
11613,2020-04-15,Gaming,0.0,0.0,0.0,3,2020,0,3551.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210414151040/https://gamesfund.vc/', 'timestamp': '20210414151040'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11616,2019-01-01,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",0.0,0.0,0.0,5,2019,0,2153.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220412171831/https://www.smartinvigilator.com/', 'timestamp': '20220412171831'}",11.0,"deep learning, ai",California,False,True,False,True,False,True,False,False,False,0.0,False,2.0
11617,2022-07-11,"Biotechnology, Consumer Electronics, Hardware, Health Care, Science and Engineering",0.0,0.0,0.0,1,2022,0,10519.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230114100348/https://www.jhourney.io/', 'timestamp': '20230114100348'}",1.0,ml,California,False,True,False,False,False,False,False,False,True,0.0,False,1.0
11619,2018-04-17,"Commerce and Shopping, Education, Internet Services",0.0,0.0,0.0,5,2018,0,15662.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190330185616/https://www.asorockwatches.com', 'timestamp': '20190330185616'}",0.0,0,Illinois,False,False,False,False,True,False,False,False,False,0.0,False,2.0
11620,2020-01-01,"Commerce and Shopping, Consumer Goods, Health Care, Manufacturing",0.0,0.0,0.0,4,2020,0,123.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210617225356/https://projectreef.com/', 'timestamp': '20210617225356'}",0.0,0,Hawaii,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11621,2020-01-01,"Community and Lifestyle, Other, Social Impact",0.0,0.0,0.0,4,2020,0,8012.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210613045537/https://thurmanperryfoundation.org/', 'timestamp': '20210613045537'}",0.0,0,Louisiana,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11622,2022-05-01,"Apps, Blockchain and Cryptocurrency, Internet Services, Media and Entertainment, Music and Audio, Software",1.0,2000000.0,2000000.0,1,2022,0,3015.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221207140817/https://sonorus.network/', 'timestamp': '20221207140817'}",0.0,0,Virginia,True,False,False,False,False,False,False,False,True,2.0,False,2.0
11626,2018-11-07,"Financial Services, Real Estate",0.0,0.0,0.0,5,2018,0,93.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20180826215529/http://www.reicapitalgrowth.com/', 'timestamp': '20180826215529'}",0.0,0,Connecticut,False,False,False,False,True,False,False,False,False,0.0,False,1.0
11627,2019-01-01,"Information Technology, Professional Services, Software",0.0,0.0,0.0,5,2019,0,5089.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220307090618/https://www.cloudclm.com/', 'timestamp': '20220307090618'}",0.0,0,Nevada,False,False,False,False,False,True,False,False,False,0.0,False,2.0
11630,2022-01-01,"Administrative Services, Professional Services, Real Estate",1.0,4200000.0,4200000.0,2,2022,0,11852.0,,0.0,0,Georgia,True,False,False,False,False,False,False,False,True,2.0,False,2.0
11631,2020-08-11,"Consumer Electronics, Hardware, Health Care, Sports",0.0,0.0,0.0,3,2020,0,4135.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220111013021/https://www.likairpurifiers.com/', 'timestamp': '20220111013021'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11633,2019-01-01,"Financial Services, Lending and Investments, Media and Entertainment",0.0,0.0,0.0,5,2019,0,14410.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210128072139/http://pacificsandsfunds.com/', 'timestamp': '20210128072139'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11638,2020-01-01,Financial Services,0.0,0.0,0.0,4,2020,0,79.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211206070024/http://informedinsurance.com/', 'timestamp': '20211206070024'}",0.0,0,Illinois,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11640,2021-01-01,"Media and Entertainment, Real Estate",0.0,0.0,0.0,3,2021,0,17836.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220407071115/https://lreic.org/', 'timestamp': '20220407071115'}",0.0,0,Illinois,False,False,False,False,False,False,False,True,False,0.0,False,2.0
11641,2020-01-01,"Internet Services, Sales and Marketing",0.0,0.0,0.0,4,2020,0,25501.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220511233509/https://weblyconnect.com/', 'timestamp': '20220511233509'}",0.0,0,Texas,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11642,2020-01-01,"Education, Software",0.0,0.0,0.0,4,2020,0,494.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210423152726/https://www.laltal.com/', 'timestamp': '20210423152726'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11643,2018-04-20,"Commerce and Shopping, Events, Hardware, Internet Services, Media and Entertainment, Software",0.0,0.0,0.0,5,2018,0,8102.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200813195451/https://www.liffhappens.com/', 'timestamp': '20200813195451'}",1.0,ai,Illinois,False,True,False,False,True,False,False,False,False,0.0,False,1.0
11646,2020-07-01,Health Care,0.0,0.0,0.0,3,2020,0,14088.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210509020608/https://www.idealplasticsurgery.com/', 'timestamp': '20210509020608'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11648,2020-01-01,Real Estate,0.0,0.0,0.0,4,2020,0,949.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211219053454/https://www.bcbright.com/', 'timestamp': '20211219053454'}",0.0,0,New Jersey,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11649,2021-01-01,"Government and Military, Privacy and Security, Professional Services",0.0,0.0,0.0,3,2021,0,71.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20240126035410/http://grantlaw.org/', 'timestamp': '20240126035410'}",0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,1.0
11653,2019-01-01,Real Estate,0.0,0.0,0.0,5,2019,0,4861.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200904102112/https://www.trackwestpartners.com/', 'timestamp': '20200904102112'}",0.0,0,Georgia,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11654,2021-01-01,"Advertising, Internet Services, Sales and Marketing, Software",0.0,0.0,0.0,3,2021,0,15444.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220104175459/https://www.brandwings.com/', 'timestamp': '20220104175459'}",0.0,0,Illinois,False,False,False,False,False,False,False,True,False,0.0,False,1.0
11657,2019-01-01,"Administrative Services, Transportation",0.0,0.0,0.0,5,2019,0,14120.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201028054714/https://logisticpross.com/', 'timestamp': '20201028054714'}",0.0,0,Missouri,False,False,False,False,False,True,False,False,False,0.0,False,3.0
11659,2020-07-16,"Financial Services, Software",0.0,0.0,0.0,3,2020,0,13633.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210202232254/https://finply.io/', 'timestamp': '20210202232254'}",0.0,0,Maryland,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11660,2019-01-01,"Data and Analytics, Information Technology, Software",0.0,0.0,0.0,5,2019,0,5603.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211018221812/https://www.foghub.io/', 'timestamp': '20211018221812'}",0.0,0,Washington,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11661,2020-07-10,"Food and Beverage, Information Technology, Software",0.0,0.0,0.0,3,2020,0,8924.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210608210231/https://tablenu.com/', 'timestamp': '20210608210231'}",0.0,0,Massachusetts,False,False,False,False,False,False,True,False,False,0.0,False,1.0
11665,2021-08-26,"Information Technology, Privacy and Security",0.0,0.0,0.0,2,2021,0,20375.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220121203545/https://ironwoodcyber.com/', 'timestamp': '20220121203545'}",0.0,0,Texas,False,False,False,False,False,False,False,True,False,0.0,False,2.0
11666,2019-01-01,"Health Care, Sports",0.0,0.0,0.0,5,2019,0,68941.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200317151032/https://www.hugscbd.com/', 'timestamp': '20200317151032'}",0.0,0,Texas,False,False,False,False,False,True,False,False,False,0.0,False,1.0
11669,2022-01-01,"Financial Services, Lending and Investments",0.0,0.0,0.0,2,2022,0,151.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230612180952/http://usitfund.com/', 'timestamp': '20230612180952'}",0.0,0,Pennsylvania,False,False,False,False,False,False,False,False,True,0.0,False,1.0
11672,2020-01-01,"Advertising, Media and Entertainment, Sales and Marketing, Video",0.0,0.0,0.0,4,2020,0,882.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220211060800/https://www.richteranimationstudios.com/', 'timestamp': '20220211060800'}",0.0,0,Washington,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11674,2018-12-01,"Commerce and Shopping, Community and Lifestyle, Consumer Goods",0.0,0.0,0.0,5,2018,0,10081.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190213053847/https://www.seabedee.org', 'timestamp': '20190213053847'}",0.0,0,California,False,False,False,False,True,False,False,False,False,0.0,False,1.0
11675,2020-01-01,Education,0.0,0.0,0.0,4,2020,0,56199.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210216202158/https://thecommunityclassroom.com/', 'timestamp': '20210216202158'}",0.0,0,Massachusetts,False,False,False,False,False,False,True,False,False,0.0,False,2.0
11676,2019-01-01,"Professional Services, Real Estate, Science and Engineering",0.0,0.0,0.0,5,2019,0,7489.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20181227193205/http://startcomminc.com/', 'timestamp': '20181227193205'}",0.0,0,North Carolina,False,False,False,False,False,True,False,False,False,0.0,False,2.0
